シーズン,話,国,店名,ハングル店名,エリア,紹介料理,看板メニュー,営業時間,定休日,口コミ,住所,韓国住所,Googleマップ,Naverマップ
S4,49,日本,独酌 三四郎,,北海道・旭川,新子焼き,新子焼き（若鶏半身の炭火焼き） / うなぎ料理各種 / おつまみ各種 / 日本酒各種,17:00～21:00（L.O.20:30）,日曜・月曜・祝日,ミシュランガイド北海道2012掲載、『孤独のグルメ』旭川編に登場した居酒屋の名店。パリパリの皮とジューシーな鶏肉に絶妙なタレが絡む新子焼きが看板で、日本酒との相性も抜群と評判。,北海道旭川市2条通5,,https://www.google.com/maps/search/?api=1&query=%E7%8B%AC%E9%85%8C%20%E4%B8%89%E5%9B%9B%E9%83%8E%20%E5%8C%97%E6%B5%B7%E9%81%93%E6%97%AD%E5%B7%9D%E5%B8%822%E6%9D%A1%E9%80%9A5,
S5,51,日本,Leaves Coffee,,東京・墨田区,コーヒー,スペシャルティコーヒー（エチオピア・ナチュラル等） / ドリップコーヒー / ラテ / 自家焙煎豆販売,10:00～17:00（月・金・土・日のみ営業）,火・水・木,"食べログ3.35（口コミ約100件）。2019年開業の蔵前/本所の人気ロースター。バリスタやコーヒー通が必ず名を挙げる店で、フルーティーで華やかなエチオピア・ナチュラルや落ち着いた雰囲気が高評価。価格帯1,000～1,999円。",東京都墨田区本所1-8-8,,https://www.google.com/maps/search/?api=1&query=Leaves%20Coffee%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%A2%A8%E7%94%B0%E5%8C%BA%E6%9C%AC%E6%89%801-8-8,
S5,51,日本,つけめん 金龍,,東京・千代田区,つけ麺,特性 鰹昆布水つけめん 900円 / つけ坦坦 / 白だしラーメン / 山椒ラーメン,11:00〜15:00(L.O.15:00)/17:30〜20:30(L.O.20:30) ※要確認,不定休(公式SNS要確認),食べログ3.85。ラーメン百名店2021・2022・2023に3年連続選出。鰹昆布水つけめんが看板。カウンター7席の小さな名店で高評価だが、期待値の高さゆえ物足りなさを感じたとの声も。,東京都千代田区神田坂本町2-15-16,,https://www.google.com/maps/search/?api=1&query=%E3%81%A4%E3%81%91%E3%82%81%E3%82%93%20%E9%87%91%E9%BE%8D%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E7%A5%9E%E7%94%B0%E5%9D%82%E6%9C%AC%E7%94%BA2-15-16,
S5,52,日本,越後屋本店,,埼玉・日高市,うなぎ,"うな重(3/4匹) 4,180円 / 特上うな重(1匹) 5,500円 / うな丼(半匹) 2,750円 / うなぎの肝焼 1串 900円",11:00〜21:00(L.O.20:00),水曜日(祝日の場合は翌日),食べログ3.55。50年継ぎ足しの秘伝ダレで焼く宮崎産うなぎ。身がふわふわ・皮はパリッと香ばしく臭みがないと好評。魚沼産コシヒカリ使用で女性にも人気。,埼玉県日高市玉川509-4,,https://www.google.com/maps/search/?api=1&query=%E8%B6%8A%E5%BE%8C%E5%B1%8B%E6%9C%AC%E5%BA%97%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E6%97%A5%E9%AB%98%E5%B8%82%E7%8E%89%E5%B7%9D509-4,
S5,52,日本,大木屋 日暮里本店,,東京・日暮里,もんじゃ焼き,"肉のエアーズロック(約800gリブロースステーキ) / もんじゃ焼き(11種具材) / 肉汁メンチカツ / コース 5名31,850円〜",平日18:00〜/20:15〜、土18:00〜/20:15〜、日祝15:30〜/18:00〜 ※完全予約制 ※要確認,不定休,名物は約800gの巨大ステーキ『肉のエアーズロック』。完全予約制(5〜7名・2時間制)。ヒルナンデス等TV出演多数、漫画『ネイチャージモン』にも登場の人気店。迫力満点と高評価。,東京都荒川区西日暮里3-13-5,,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E6%9C%A8%E5%B1%8B%20%E6%97%A5%E6%9A%AE%E9%87%8C%E6%9C%AC%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%8D%92%E5%B7%9D%E5%8C%BA%E8%A5%BF%E6%97%A5%E6%9A%AE%E9%87%8C3-13-5,
S5,53,日本,カノン／ダンダダン,,埼玉・川越市,タコせん ほか,鐘つきたこせん 200円(かのん) / 肉汁餃子(ダンダダン) / ダンダダン定食,かのん:月火10:30〜17:00/土日10:30〜18:00 ※要確認,かのん:水・木・金曜日,かのんは時の鐘から徒歩1秒のたこせん専門店。明石焼きをエビせんで挟む『鐘つきたこせん』が観光客に大人気の食べ歩きグルメ。ダンダダンは全国140店超の肉汁餃子チェーンで、アニメ『ダンダダン』作者来店・直筆色紙あり。,埼玉県川越市,,https://www.google.com/maps/search/?api=1&query=%E3%82%AB%E3%83%8E%E3%83%B3%EF%BC%8F%E3%83%80%E3%83%B3%E3%83%80%E3%83%80%E3%83%B3%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E5%B7%9D%E8%B6%8A%E5%B8%82,
S5,54,日本,鮨 かねさか,,東京・千代田区,寿司,"昼おまかせコース(鮨15貫等) 18,150円 / 夜おまかせコース(つまみ5品・鮨10貫等) 30,250円",火〜土 昼12:00〜14:00/夜17:00〜19:00・19:30〜21:30、日 昼12:00〜14:00 ※要確認,日曜夜・月曜日,銀座の名店『鮨かねさか』グループが2022年開業した永田町の一軒家鮨店。神代杉・玉欅を用いた趣ある空間でカウンター割烹を提供する高級店。,東京都千代田区永田町2-7-9,,https://www.google.com/maps/search/?api=1&query=%E9%AE%A8%20%E3%81%8B%E3%81%AD%E3%81%95%E3%81%8B%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E6%B0%B8%E7%94%B0%E7%94%BA2-7-9,
S5,55,日本,松阪牛 炭火焼肉 東海亭,,東京・港区,焼肉おまかせ,"松阪牛食べ比べコース(11品) 8,800円 / A5ランク松阪牛各種 / ※サービス料10%別途",17:00〜23:00(L.O.22:00)、ランチは月〜金のみ ※要確認,不定休(季節休暇あり),食べログ約3.51〜3.56(約320件)。創業25年、西麻布の正統派高級焼肉店。三重県桑名直送A5松阪牛をこの立地で約1万円で堪能できコスパ良好。芸能人来店でも知られる。接待・デート向き。,東京都港区西麻布1-13-16,,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E9%98%AA%E7%89%9B%20%E7%82%AD%E7%81%AB%E7%84%BC%E8%82%89%20%E6%9D%B1%E6%B5%B7%E4%BA%AD%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E8%A5%BF%E9%BA%BB%E5%B8%831-13-16,
S5,56,日本,アパートうえま,,東京・港区,フレンチビストロ,"牛ほほ肉のチェリービール煮込み 1,800円 / サラダリヨネーズ 1,000円 / ジントニック ボビーズジン 1,100円",月18:00〜24:00(料理L.O.23:00)、火〜土18:00〜26:00(料理L.O.25:00) ※要確認,日曜・祝日,食べログ3.35(約101件、旧店名ル コルボオ)。アナログレコードが流れる芝浦・田町のフレンチビストロ。深夜までワイン・ビール・フレンチが楽しめ、雰囲気とコスパが良いと好評。,東京都港区芝浦3-12-3,,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%91%E3%83%BC%E3%83%88%E3%81%86%E3%81%88%E3%81%BE%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%AF%E5%8C%BA%E8%8A%9D%E6%B5%A63-12-3,
S5,57,韓国,ダラム 江東本店,다람 강동본점,ソウル・江東区,キムチ・サムギョプサル,"プレミアム盛り合わせA(カルビ三枚肉・肩ロース・ガブリ) 75,000円 / ネギ車ドル 58,000円 / 屋上味噌チゲ 8,000円 / コンドゥレ釜飯 10,000円",12:00〜23:30(ブレイク15:00〜17:00) ※要確認,情報なし(要確認),ソウル江東区城内洞の三枚肉(サムギョプサル)専門店。10種以上のキムチが名物で、2年・4年熟成の大根キムチも提供。『シックスセンス』等で紹介され話題。専用駐車場あり。,ソウル江東区城内洞443,서울특별시 강동구 양재대로85길 29,https://www.google.com/maps/search/?api=1&query=%E3%83%80%E3%83%A9%E3%83%A0%20%E6%B1%9F%E6%9D%B1%E6%9C%AC%E5%BA%97%20%E3%82%BD%E3%82%A6%E3%83%AB%E6%B1%9F%E6%9D%B1%E5%8C%BA%E5%9F%8E%E5%86%85%E6%B4%9E443,https://map.naver.com/p/search/%EB%8B%A4%EB%9E%8C%20%EA%B0%95%EB%8F%99%EB%B3%B8%EC%A0%90
S5,58,韓国,山水甲山（サンスカプサン）,산수갑산,ソウル・中区,スンデクッパ,"スンデクッパ(順大国밥) 10,000ウォン / スンデ定食 15,000ウォン / スンデ盛り合わせ(2人前) 28,000ウォン / スルクッ 26,000ウォン",11:00〜21:30(L.O.20:30、ブレイク15:00〜17:00) ※要確認,日曜日,ダイニングコード4.1(100件)。1989年創業のソウル中区の老舗スンデ専門店。臭みなく清潔なエゴマ入りスープと、テチャンスンデ・ピスンデ等多彩な部位が魅力。コスパ良好だが店内は狭く待ち時間ありとの声。,ソウル中区仁峴洞1街15-4,서울특별시 중구 을지로20길 24,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E6%B0%B4%E7%94%B2%E5%B1%B1%EF%BC%88%E3%82%B5%E3%83%B3%E3%82%B9%E3%82%AB%E3%83%97%E3%82%B5%E3%83%B3%EF%BC%89%20%E3%82%BD%E3%82%A6%E3%83%AB%E4%B8%AD%E5%8C%BA%E4%BB%81%E5%B3%B4%E6%B4%9E1%E8%A1%9715-4,https://map.naver.com/p/search/%EC%82%B0%EC%88%98%EA%B0%91%EC%82%B0
S5,59,韓国,ヨンシネキンパプ（延西市場内）,연신내김밥 (연서시장),ソウル・恩平区,キンパプ・ジャンチグクス,"ジャンチグクス（にゅうめん風そうめん）5,500ウォン / 野菜キンパプ 3,500ウォン / ツナキンパプ 4,500ウォン / ビビングクス（混ぜそうめん）",04:00～21:00（L.O.20:30）,毎週火曜日,ダイニングコード5.0/5.0（評点69点）。延西市場内の人気店で『材料が良く、いつ行ってもキンパプらしいキンパプが食べられる』『価格も良心的で市場の雰囲気も◎』と高評価。庶民的でコスパ重視の地元密着店。,ソウル恩平区仏光洞310-11,서울특별시 은평구 통일로 850 연서시장,https://www.google.com/maps/search/?api=1&query=%E3%83%A8%E3%83%B3%E3%82%B7%E3%83%8D%E3%82%AD%E3%83%B3%E3%83%91%E3%83%97%EF%BC%88%E5%BB%B6%E8%A5%BF%E5%B8%82%E5%A0%B4%E5%86%85%EF%BC%89%20%E3%82%BD%E3%82%A6%E3%83%AB%E6%81%A9%E5%B9%B3%E5%8C%BA%E4%BB%8F%E5%85%89%E6%B4%9E310-11,https://map.naver.com/p/search/%EC%97%B0%EC%8B%A0%EB%82%B4%EA%B9%80%EB%B0%A5%20%28%EC%97%B0%EC%84%9C%EC%8B%9C%EC%9E%A5%29
S5,60,韓国,元祖マサンハルメアグチム,원조마산할매아구찜,ソウル・瑞草区,カンジャンケジャン,"カンジャンケジャン（醤油漬けワタリガニ）1人前 43,000ウォン前後 / アグチム（あんこうの蒸し煮）55,000～65,000ウォン / 生アグチム 59,000～72,000ウォン / ケアルパッパン（カニ卵ビビンバ）",ほぼ24時間営業（日曜はL.O.21:00で22:00頃まで、月～土はL.O.23:00）※要確認,情報なし（年中無休との情報）,ダイニングコード平均4.2（味5.0・親切5.0・価格3.0）。1969年創業の老舗で、アグチムだけでなくカンジャンケジャンも非常に好評。新鮮さと味わいで満足度が高いと評される。,ソウル瑞草区蚕院洞20-8,서울특별시 서초구 강남대로99길 10 (잠원동),https://www.google.com/maps/search/?api=1&query=%E5%85%83%E7%A5%96%E3%83%9E%E3%82%B5%E3%83%B3%E3%83%8F%E3%83%AB%E3%83%A1%E3%82%A2%E3%82%B0%E3%83%81%E3%83%A0%20%E3%82%BD%E3%82%A6%E3%83%AB%E7%91%9E%E8%8D%89%E5%8C%BA%E8%9A%95%E9%99%A2%E6%B4%9E20-8,https://map.naver.com/p/search/%EC%9B%90%EC%A1%B0%EB%A7%88%EC%82%B0%ED%95%A0%EB%A7%A4%EC%95%84%EA%B5%AC%EC%B0%9C
S5,61,韓国,元祖ホスサムゲタン,원조호수삼계탕,ソウル・永登浦区,エゴマサムゲタン,"エゴマ（들깨）サムゲタン 18,000ウォン（テイクアウト17,000ウォン）※単一メニュー",11:00～21:30（L.O.21:00、ブレイクタイムなし）,情報なし,ソウル3大サムゲタンの一つに数えられる名店。一般的な漢方サムゲタンと異なり、香ばしくとろみのあるエゴマ風味のスープが特徴。各種テレビ番組で紹介され、自家製コチュジャンも好評。,ソウル永登浦区道林路276,서울특별시 영등포구 도림로 276,https://www.google.com/maps/search/?api=1&query=%E5%85%83%E7%A5%96%E3%83%9B%E3%82%B9%E3%82%B5%E3%83%A0%E3%82%B2%E3%82%BF%E3%83%B3%20%E3%82%BD%E3%82%A6%E3%83%AB%E6%B0%B8%E7%99%BB%E6%B5%A6%E5%8C%BA%E9%81%93%E6%9E%97%E8%B7%AF276,https://map.naver.com/p/search/%EC%9B%90%EC%A1%B0%ED%98%B8%EC%88%98%EC%82%BC%EA%B3%84%ED%83%95
S5,62,韓国,ユジン食堂,유진식당,ソウル・鍾路区,平壌冷麺・緑豆チヂミ,"平壌冷麺（ムル冷麺）11,000ウォン / 緑豆チヂミ（ノクトゥジジム）10,000ウォン / ソルロンタン 7,000ウォン / 豚スユク 10,000ウォン",11:30～21:00（L.O.20:00、ブレイクタイム14:30～16:00）,毎週火曜日,都心・楽園商街にある安くて美味しい平壌冷麺の店として知られる。肉や緑豆チヂミを先に食べてから冷麺を頼むのが常連の食べ方。低価格で良心的との評価。,ソウル鍾路区楽園洞221,서울특별시 종로구 종로17길 40 (낙원동),https://www.google.com/maps/search/?api=1&query=%E3%83%A6%E3%82%B8%E3%83%B3%E9%A3%9F%E5%A0%82%20%E3%82%BD%E3%82%A6%E3%83%AB%E9%8D%BE%E8%B7%AF%E5%8C%BA%E6%A5%BD%E5%9C%92%E6%B4%9E221,https://map.naver.com/p/search/%EC%9C%A0%EC%A7%84%EC%8B%9D%EB%8B%B9
S6,63,日本,北條（おくかまくら ほうじょう）,,神奈川・鎌倉,ハンバーグステーキ・ビーフシチュー,葉山牛の煮込みハンバーグ（鎌倉野菜サラダ・おばんざい・ご飯・汁椀付） / 葉山牛のビーフシチュー,昼11:30～15:00（L.O.14:30）／夜17:00～20:00（L.O.19:30、夜は完全予約制・当日15時まで受付）※土日祝は11:00開店,不定休,"食べログ3.21（25件）。築90余年の古民家を改装した二階堂の隠れ家洋食店。希少な葉山牛のコク深いビーフシチューやハンバーグが評判で、野鳥のさえずりが聞こえる静かな空間が魅力。予算2,000～3,999円程度。",神奈川県鎌倉市二階堂19-7,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%A2%9D%EF%BC%88%E3%81%8A%E3%81%8F%E3%81%8B%E3%81%BE%E3%81%8F%E3%82%89%20%E3%81%BB%E3%81%86%E3%81%98%E3%82%87%E3%81%86%EF%BC%89%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E9%8E%8C%E5%80%89%E5%B8%82%E4%BA%8C%E9%9A%8E%E5%A0%8219-7,
S6,64,日本,SAI（燊）,,山梨・富士河口湖,ジビエコース料理,"シェフのおまかせコース 20,000円（税込・ドリンク別）※ジビエ・淡水魚・きのこ・山菜・高原野菜を薪火調理",17:45ドアオープン／18:00スタート（完全予約制）,日曜・月曜（祝日・イベントによる不定休あり）,2024年6月オープンの『奥・山梨料理』をテーマにした複合型レストラン。狩猟免許を持つシェフ豊島雅也氏が自ら山に入り食材を採集。富士北麓の食材を薪火で引き出すイノベーティブな料理が話題。,山梨県南都留郡富士河口湖町西湖208-1,,https://www.google.com/maps/search/?api=1&query=SAI%EF%BC%88%E7%87%8A%EF%BC%89%20%E5%B1%B1%E6%A2%A8%E7%9C%8C%E5%8D%97%E9%83%BD%E7%95%99%E9%83%A1%E5%AF%8C%E5%A3%AB%E6%B2%B3%E5%8F%A3%E6%B9%96%E7%94%BA%E8%A5%BF%E6%B9%96208-1,
S6,65,日本,串揚げ 六角亭,,東京・恵比寿,串揚げ,串揚げおまかせコース（先付け・お造り二種・串揚げおまかせ八種・特選串揚げ二種・土鍋ご飯・デザート） / 和食一品料理 / 特選串揚げ（お好み）,月～土17:00～23:00（料理L.O.22:00／ドリンクL.O.22:15）／日・祝16:00～22:00（料理L.O.21:00）,正月,代官山駅正面口徒歩1分の和食と串揚げの店。一人でも利用できるカウンター席や掘りごたつの完全個室を備える。おまかせコースで旬の串揚げと和食を楽しめる隠れ家的雰囲気が好評。,東京都渋谷区恵比寿西1-36-5,,https://www.google.com/maps/search/?api=1&query=%E4%B8%B2%E6%8F%9A%E3%81%92%20%E5%85%AD%E8%A7%92%E4%BA%AD%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA%E6%81%B5%E6%AF%94%E5%AF%BF%E8%A5%BF1-36-5,
